,attacks
11459,normal
11460,normal
11461,normal
11462,processtable
11463,neptune
11464,neptune
11465,normal
11466,mailbomb
11467,neptune
11468,normal
11469,normal
11470,snmpguess
11471,smurf
11472,neptune
11473,normal
11474,satan
11475,normal
11476,normal
11477,normal
11478,normal
11479,normal
11480,normal
11481,guess_passwd
11482,normal
11483,back
11484,normal
11485,neptune
11486,smurf
11487,neptune
11488,normal
11489,neptune
11490,normal
11491,neptune
11492,mscan
11493,satan
11494,neptune
11495,normal
11496,normal
11497,smurf
11498,smurf
11499,neptune
11500,processtable
11501,normal
11502,normal
11503,normal
11504,normal
11505,normal
11506,neptune
11507,normal
11508,neptune
11509,neptune
11510,normal
11511,smurf
11512,guess_passwd
11513,processtable
11514,neptune
11515,saint
11516,normal
11517,normal
11518,neptune
11519,neptune
11520,neptune
11521,normal
11522,warezmaster
11523,normal
11524,normal
11525,normal
11526,mscan
11527,satan
11528,normal
11529,warezmaster
11530,guess_passwd
11531,normal
11532,mailbomb
11533,normal
11534,normal
11535,satan
11536,normal
11537,normal
11538,neptune
11539,normal
11540,normal
11541,neptune
11542,warezmaster
11543,smurf
11544,mscan
11545,snmpguess
11546,mscan
11547,normal
11548,smurf
11549,normal
11550,normal
11551,normal
11552,normal
11553,normal
11554,smurf
11555,neptune
11556,normal
11557,normal
11558,normal
11559,neptune
11560,warezmaster
11561,normal
11562,normal
11563,processtable
11564,neptune
11565,normal
11566,warezmaster
11567,apache2
11568,saint
11569,neptune
11570,normal
11571,normal
11572,xterm
11573,mscan
11574,back
11575,neptune
11576,neptune
11577,neptune
11578,guess_passwd
11579,satan
11580,normal
11581,normal
11582,normal
11583,back
11584,apache2
11585,normal
11586,guess_passwd
11587,satan
11588,normal
11589,apache2
11590,neptune
11591,neptune
11592,normal
11593,satan
11594,snmpguess
11595,normal
11596,normal
11597,neptune
11598,normal
11599,normal
11600,normal
11601,normal
11602,normal
11603,normal
11604,mailbomb
11605,satan
11606,normal
11607,neptune
11608,normal
11609,normal
11610,normal
11611,smurf
11612,warezmaster
11613,neptune
11614,neptune
11615,normal
11616,normal
11617,normal
11618,normal
11619,processtable
11620,neptune
11621,neptune
11622,normal
11623,warezmaster
11624,normal
11625,normal
11626,neptune
11627,neptune
11628,warezmaster
11629,normal
11630,normal
11631,neptune
11632,neptune
11633,normal
11634,normal
11635,normal
11636,normal
11637,neptune
11638,normal
11639,normal
11640,neptune
11641,warezmaster
11642,guess_passwd
11643,normal
11644,warezmaster
11645,neptune
11646,snmpguess
11647,teardrop
11648,mailbomb
11649,mscan
11650,neptune
11651,neptune
11652,neptune
11653,normal
11654,apache2
11655,neptune
11656,processtable
11657,warezmaster
11658,neptune
11659,mscan
11660,neptune
11661,normal
11662,normal
11663,mscan
11664,normal
11665,neptune
11666,normal
11667,normal
11668,normal
11669,normal
11670,neptune
11671,normal
11672,guess_passwd
11673,processtable
11674,normal
11675,neptune
11676,normal
11677,mscan
11678,normal
11679,warezmaster
11680,mailbomb
11681,satan
11682,normal
11683,neptune
11684,ftp_write
11685,normal
11686,warezmaster
11687,satan
11688,normal
11689,mscan
11690,apache2
11691,smurf
11692,guess_passwd
11693,normal
11694,neptune
11695,normal
11696,neptune
11697,normal
11698,normal
11699,neptune
11700,neptune
11701,normal
11702,normal
11703,normal
11704,normal
11705,portsweep
11706,normal
11707,neptune
11708,normal
11709,normal
11710,normal
11711,normal
11712,normal
11713,guess_passwd
11714,normal
11715,neptune
11716,neptune
11717,normal
11718,normal
11719,buffer_overflow
11720,guess_passwd
11721,warezmaster
11722,apache2
11723,neptune
11724,smurf
11725,normal
11726,normal
11727,ipsweep
11728,normal
11729,normal
11730,back
11731,normal
11732,normal
11733,normal
11734,neptune
11735,normal
11736,neptune
11737,normal
11738,neptune
11739,normal
11740,guess_passwd
11741,normal
11742,neptune
11743,normal
11744,normal
11745,normal
11746,guess_passwd
11747,normal
11748,neptune
11749,normal
11750,normal
11751,neptune
11752,normal
11753,normal
11754,processtable
11755,apache2
11756,neptune
11757,normal
11758,portsweep
11759,normal
11760,smurf
11761,normal
11762,satan
11763,mscan
11764,multihop
11765,neptune
11766,normal
11767,mscan
11768,normal
11769,neptune
11770,normal
11771,normal
11772,normal
11773,mscan
11774,normal
11775,normal
11776,apache2
11777,normal
11778,neptune
11779,satan
11780,snmpguess
11781,satan
11782,normal
11783,satan
11784,processtable
11785,neptune
11786,warezmaster
11787,normal
11788,normal
11789,neptune
11790,processtable
11791,normal
11792,neptune
11793,neptune
11794,neptune
11795,normal
11796,normal
11797,normal
11798,neptune
11799,neptune
11800,warezmaster
11801,mscan
11802,satan
11803,normal
11804,normal
11805,guess_passwd
11806,normal
11807,normal
11808,normal
11809,normal
11810,normal
11811,guess_passwd
11812,normal
11813,normal
11814,normal
11815,smurf
11816,neptune
11817,normal
11818,ipsweep
11819,normal
11820,normal
11821,normal
11822,warezmaster
11823,normal
11824,normal
11825,neptune
11826,normal
11827,normal
11828,normal
11829,guess_passwd
11830,smurf
11831,guess_passwd
11832,normal
11833,normal
11834,guess_passwd
11835,mailbomb
11836,normal
11837,normal
11838,warezmaster
11839,normal
11840,normal
11841,neptune
11842,processtable
11843,satan
11844,smurf
11845,normal
11846,guess_passwd
11847,neptune
11848,smurf
11849,normal
11850,guess_passwd
11851,normal
11852,neptune
11853,normal
11854,normal
11855,neptune
11856,normal
11857,saint
11858,normal
11859,mscan
11860,normal
11861,normal
11862,neptune
11863,normal
11864,apache2
11865,normal
11866,normal
11867,neptune
11868,neptune
11869,mscan
11870,neptune
11871,mscan
11872,satan
11873,neptune
11874,mscan
11875,neptune
11876,normal
11877,normal
11878,neptune
11879,normal
11880,mailbomb
11881,saint
11882,smurf
11883,satan
11884,normal
11885,normal
11886,smurf
11887,normal
11888,nmap
11889,guess_passwd
11890,guess_passwd
11891,normal
11892,normal
11893,normal
11894,snmpgetattack
11895,normal
11896,normal
11897,normal
11898,warezmaster
11899,guess_passwd
11900,neptune
11901,normal
11902,processtable
11903,neptune
11904,guess_passwd
11905,normal
11906,normal
11907,normal
11908,warezmaster
11909,normal
11910,neptune
11911,normal
11912,mailbomb
11913,normal
11914,normal
11915,snmpgetattack
11916,portsweep
11917,normal
11918,neptune
11919,warezmaster
11920,normal
11921,neptune
11922,normal
11923,neptune
11924,normal
11925,neptune
11926,normal
11927,neptune
11928,neptune
11929,apache2
11930,normal
11931,normal
11932,apache2
11933,normal
11934,normal
11935,normal
11936,normal
11937,neptune
11938,normal
11939,warezmaster
11940,neptune
11941,normal
11942,normal
11943,normal
11944,guess_passwd
11945,processtable
11946,normal
11947,normal
11948,warezmaster
11949,guess_passwd
11950,neptune
11951,normal
11952,neptune
11953,snmpguess
11954,normal
11955,normal
11956,normal
11957,normal
11958,normal
11959,httptunnel
11960,neptune
11961,back
11962,apache2
11963,mscan
11964,neptune
11965,normal
11966,normal
11967,normal
11968,normal
11969,normal
11970,satan
11971,apache2
11972,neptune
11973,neptune
11974,normal
11975,normal
11976,normal
11977,apache2
11978,normal
11979,processtable
11980,neptune
11981,normal
11982,processtable
11983,normal
11984,normal
11985,guess_passwd
11986,normal
11987,normal
11988,neptune
11989,normal
11990,warezmaster
11991,neptune
11992,normal
11993,snmpguess
11994,processtable
11995,neptune
11996,normal
11997,normal
11998,saint
11999,neptune
12000,normal
12001,mscan
12002,normal
12003,satan
12004,normal
12005,normal
12006,back
12007,normal
12008,neptune
12009,guess_passwd
12010,processtable
12011,apache2
12012,neptune
12013,apache2
12014,neptune
12015,portsweep
12016,neptune
12017,neptune
12018,smurf
12019,normal
12020,normal
12021,mscan
12022,neptune
12023,processtable
12024,ipsweep
12025,mscan
12026,normal
12027,normal
12028,normal
12029,neptune
12030,guess_passwd
12031,normal
12032,guess_passwd
12033,guess_passwd
12034,normal
12035,normal
12036,neptune
12037,normal
12038,normal
12039,warezmaster
12040,neptune
12041,normal
12042,neptune
12043,warezmaster
12044,neptune
12045,normal
12046,satan
12047,normal
12048,normal
12049,normal
12050,normal
12051,apache2
12052,neptune
12053,normal
12054,normal
12055,mscan
12056,normal
12057,normal
12058,normal
12059,normal
12060,mscan
12061,nmap
12062,guess_passwd
12063,normal
12064,normal
12065,apache2
12066,neptune
12067,neptune
12068,neptune
12069,snmpgetattack
12070,smurf
12071,normal
12072,neptune
12073,normal
12074,guess_passwd
12075,back
12076,mscan
12077,normal
12078,normal
12079,normal
12080,neptune
12081,neptune
12082,normal
12083,smurf
12084,warezmaster
12085,saint
12086,normal
12087,normal
12088,normal
12089,smurf
12090,neptune
12091,warezmaster
12092,normal
12093,normal
12094,warezmaster
12095,guess_passwd
12096,apache2
12097,mscan
12098,normal
12099,processtable
12100,normal
12101,mscan
12102,normal
12103,normal
12104,normal
12105,warezmaster
12106,guess_passwd
12107,normal
12108,normal
12109,normal
12110,warezmaster
12111,back
12112,normal
12113,processtable
12114,normal
12115,normal
12116,neptune
12117,back
12118,normal
12119,normal
12120,mscan
12121,snmpguess
12122,nmap
12123,neptune
12124,smurf
12125,neptune
12126,normal
12127,normal
12128,processtable
12129,normal
12130,neptune
12131,normal
12132,normal
12133,normal
12134,warezmaster
12135,neptune
12136,normal
12137,normal
12138,neptune
12139,normal
12140,satan
12141,portsweep
12142,normal
12143,normal
12144,normal
12145,normal
12146,normal
12147,normal
12148,normal
12149,normal
12150,normal
12151,back
12152,neptune
12153,neptune
12154,neptune
12155,processtable
12156,back
12157,warezmaster
12158,normal
12159,guess_passwd
12160,neptune
12161,normal
12162,normal
12163,normal
12164,normal
12165,processtable
12166,neptune
12167,neptune
12168,apache2
12169,mscan
12170,guess_passwd
12171,normal
12172,normal
12173,processtable
12174,saint
12175,normal
12176,normal
12177,normal
12178,normal
12179,smurf
12180,normal
12181,neptune
12182,mscan
12183,normal
12184,apache2
12185,neptune
12186,normal
12187,neptune
12188,snmpguess
12189,mscan
12190,processtable
12191,normal
12192,normal
12193,normal
12194,neptune
12195,normal
12196,processtable
12197,neptune
12198,normal
12199,neptune
12200,normal
12201,smurf
12202,normal
12203,normal
12204,mscan
12205,smurf
12206,normal
12207,guess_passwd
12208,neptune
12209,guess_passwd
12210,normal
12211,neptune
12212,neptune
12213,saint
12214,normal
12215,normal
12216,normal
12217,neptune
12218,warezmaster
12219,portsweep
12220,processtable
12221,apache2
12222,normal
12223,normal
12224,mscan
12225,apache2
12226,snmpgetattack
12227,normal
12228,snmpgetattack
12229,apache2
12230,normal
12231,normal
12232,warezmaster
12233,guess_passwd
12234,neptune
12235,normal
12236,ipsweep
12237,neptune
12238,normal
12239,normal
12240,normal
12241,warezmaster
12242,normal
12243,warezmaster
12244,mscan
12245,normal
12246,neptune
12247,normal
12248,warezmaster
12249,normal
12250,neptune
12251,normal
12252,neptune
12253,normal
12254,warezmaster
12255,satan
12256,normal
12257,normal
12258,apache2
12259,normal
12260,guess_passwd
12261,neptune
12262,normal
12263,neptune
12264,warezmaster
12265,neptune
12266,httptunnel
12267,neptune
12268,satan
12269,apache2
12270,mscan
12271,mscan
12272,mailbomb
12273,normal
12274,processtable
12275,smurf
12276,neptune
12277,normal
12278,smurf
12279,warezmaster
12280,apache2
12281,neptune
12282,neptune
12283,saint
12284,normal
12285,normal
12286,smurf
12287,normal
12288,neptune
12289,mscan
12290,normal
12291,normal
12292,snmpguess
12293,neptune
12294,ipsweep
12295,neptune
12296,normal
12297,snmpguess
12298,satan
12299,guess_passwd
12300,neptune
12301,normal
12302,neptune
12303,smurf
12304,normal
12305,normal
12306,guess_passwd
12307,satan
12308,apache2
12309,normal
12310,normal
12311,apache2
12312,guess_passwd
12313,normal
12314,mailbomb
12315,neptune
12316,neptune
12317,neptune
12318,normal
12319,normal
12320,normal
12321,normal
12322,guess_passwd
12323,neptune
12324,neptune
12325,saint
12326,mailbomb
12327,neptune
12328,normal
12329,neptune
12330,satan
12331,warezmaster
12332,normal
12333,normal
12334,normal
12335,snmpguess
12336,normal
12337,normal
12338,normal
12339,snmpgetattack
12340,smurf
12341,httptunnel
12342,neptune
12343,guess_passwd
12344,apache2
12345,normal
12346,mscan
12347,neptune
12348,normal
12349,guess_passwd
12350,neptune
12351,guess_passwd
12352,guess_passwd
12353,satan
12354,normal
12355,normal
12356,snmpguess
12357,apache2
12358,httptunnel
12359,mailbomb
12360,neptune
12361,normal
12362,neptune
12363,normal
12364,guess_passwd
12365,neptune
12366,normal
12367,guess_passwd
12368,portsweep
12369,smurf
12370,normal
12371,normal
12372,neptune
12373,neptune
12374,normal
12375,neptune
12376,normal
12377,mailbomb
12378,neptune
12379,normal
12380,warezmaster
12381,normal
12382,satan
12383,guess_passwd
12384,normal
12385,normal
12386,normal
12387,normal
12388,processtable
12389,normal
12390,mscan
12391,neptune
12392,normal
12393,smurf
12394,neptune
12395,neptune
12396,neptune
12397,normal
12398,neptune
12399,neptune
12400,neptune
12401,normal
12402,neptune
12403,mscan
12404,guess_passwd
12405,neptune
12406,normal
12407,neptune
12408,apache2
12409,mscan
12410,pod
12411,normal
12412,normal
12413,mscan
12414,mscan
12415,neptune
12416,normal
12417,normal
12418,apache2
12419,normal
12420,mailbomb
12421,apache2
12422,normal
12423,smurf
12424,neptune
12425,normal
12426,mscan
12427,normal
12428,normal
12429,warezmaster
12430,normal
12431,normal
12432,warezmaster
12433,neptune
12434,normal
12435,normal
12436,normal
12437,normal
12438,neptune
12439,normal
12440,snmpgetattack
12441,normal
12442,neptune
12443,apache2
12444,normal
12445,normal
12446,mscan
12447,normal
12448,normal
12449,normal
12450,portsweep
12451,neptune
12452,neptune
12453,normal
12454,guess_passwd
12455,neptune
12456,normal
12457,mscan
12458,neptune
12459,apache2
12460,neptune
12461,neptune
12462,apache2
12463,normal
12464,normal
12465,neptune
12466,normal
12467,neptune
12468,normal
12469,neptune
12470,neptune
12471,neptune
12472,normal
12473,normal
12474,guess_passwd
12475,normal
12476,mscan
12477,normal
12478,normal
12479,normal
12480,neptune
12481,normal
12482,smurf
12483,guess_passwd
12484,normal
12485,ps
12486,neptune
12487,neptune
12488,neptune
12489,processtable
12490,normal
12491,neptune
12492,normal
12493,normal
12494,neptune
12495,smurf
12496,normal
12497,snmpguess
12498,neptune
12499,processtable
12500,smurf
12501,processtable
12502,saint
12503,normal
12504,normal
12505,normal
12506,warezmaster
12507,neptune
12508,normal
12509,normal
12510,normal
12511,neptune
12512,normal
12513,normal
12514,normal
12515,normal
12516,normal
12517,satan
12518,normal
12519,neptune
12520,normal
12521,normal
12522,normal
12523,normal
12524,xterm
12525,normal
12526,portsweep
12527,satan
12528,mscan
12529,xterm
12530,normal
12531,neptune
12532,mscan
12533,warezmaster
12534,saint
12535,normal
12536,mailbomb
12537,pod
12538,httptunnel
12539,warezmaster
12540,neptune
12541,normal
12542,normal
12543,normal
12544,normal
12545,smurf
12546,warezmaster
12547,neptune
12548,normal
12549,normal
12550,satan
12551,warezmaster
12552,back
12553,mscan
12554,normal
12555,normal
12556,guess_passwd
12557,mailbomb
12558,guess_passwd
12559,neptune
12560,normal
12561,normal
12562,neptune
12563,normal
12564,mscan
12565,guess_passwd
12566,back
12567,guess_passwd
12568,mscan
12569,normal
12570,neptune
12571,processtable
12572,normal
12573,normal
12574,saint
12575,neptune
12576,normal
12577,mailbomb
12578,mailbomb
12579,normal
12580,mailbomb
12581,smurf
12582,neptune
12583,apache2
12584,portsweep
12585,normal
12586,satan
12587,normal
12588,normal
12589,normal
12590,warezmaster
12591,guess_passwd
12592,normal
12593,normal
12594,mscan
12595,normal
12596,named
12597,neptune
12598,mscan
12599,neptune
12600,normal
12601,normal
12602,normal
12603,apache2
12604,neptune
12605,warezmaster
12606,neptune
12607,normal
12608,normal
12609,normal
12610,normal
12611,normal
12612,normal
12613,normal
12614,guess_passwd
12615,normal
12616,neptune
12617,neptune
12618,processtable
12619,smurf
12620,normal
12621,satan
12622,warezmaster
12623,normal
12624,processtable
12625,normal
12626,normal
12627,neptune
12628,smurf
12629,neptune
12630,neptune
12631,normal
12632,smurf
12633,neptune
12634,normal
12635,normal
12636,normal
12637,apache2
12638,normal
12639,neptune
12640,normal
12641,normal
12642,normal
12643,normal
12644,ipsweep
12645,neptune
12646,normal
12647,warezmaster
12648,neptune
12649,normal
12650,normal
12651,warezmaster
12652,neptune
12653,normal
12654,normal
12655,neptune
12656,apache2
12657,rootkit
12658,back
12659,normal
12660,processtable
12661,snmpguess
12662,neptune
12663,normal
12664,normal
12665,guess_passwd
12666,neptune
12667,normal
12668,neptune
12669,smurf
12670,normal
12671,neptune
12672,warezmaster
12673,normal
12674,neptune
12675,normal
12676,neptune
12677,smurf
12678,mailbomb
12679,neptune
12680,normal
12681,guess_passwd
12682,neptune
12683,normal
12684,satan
12685,normal
12686,normal
12687,normal
12688,normal
12689,normal
12690,smurf
12691,normal
12692,normal
12693,normal
12694,normal
12695,apache2
12696,neptune
12697,normal
12698,normal
12699,back
12700,normal
12701,guess_passwd
12702,mscan
12703,warezmaster
12704,normal
12705,warezmaster
12706,portsweep
12707,smurf
12708,normal
12709,warezmaster
12710,normal
12711,mscan
12712,normal
12713,neptune
12714,normal
12715,snmpgetattack
12716,apache2
12717,normal
12718,processtable
12719,neptune
12720,guess_passwd
12721,normal
12722,normal
12723,neptune
12724,normal
12725,apache2
12726,normal
12727,normal
12728,neptune
12729,neptune
12730,normal
12731,normal
12732,neptune
12733,xterm
12734,neptune
12735,warezmaster
12736,processtable
12737,normal
12738,smurf
12739,neptune
12740,normal
12741,guess_passwd
12742,smurf
12743,apache2
12744,guess_passwd
12745,nmap
12746,neptune
12747,saint
12748,neptune
12749,normal
12750,normal
12751,neptune
12752,neptune
12753,warezmaster
12754,neptune
12755,neptune
12756,normal
12757,mscan
12758,normal
12759,normal
12760,normal
12761,normal
12762,neptune
12763,normal
12764,processtable
12765,neptune
12766,processtable
12767,neptune
12768,neptune
12769,normal
12770,normal
12771,normal
12772,warezmaster
12773,normal
12774,normal
12775,normal
12776,snmpguess
12777,normal
12778,normal
12779,neptune
12780,normal
12781,satan
12782,normal
12783,neptune
12784,normal
12785,normal
12786,neptune
12787,neptune
12788,normal
12789,normal
12790,smurf
12791,neptune
12792,guess_passwd
12793,snmpguess
12794,normal
12795,warezmaster
12796,mscan
12797,normal
12798,apache2
12799,saint
12800,smurf
12801,guess_passwd
12802,saint
12803,mscan
12804,neptune
12805,neptune
12806,normal
12807,normal
12808,warezmaster
12809,satan
12810,httptunnel
12811,normal
12812,neptune
12813,normal
12814,warezmaster
12815,normal
12816,neptune
12817,normal
12818,neptune
12819,snmpgetattack
12820,normal
12821,normal
12822,normal
12823,neptune
12824,satan
12825,neptune
12826,warezmaster
12827,normal
12828,guess_passwd
12829,normal
12830,apache2
12831,back
12832,normal
12833,neptune
12834,satan
12835,normal
12836,mscan
12837,guess_passwd
12838,normal
12839,mscan
12840,guess_passwd
12841,processtable
12842,normal
12843,apache2
12844,normal
12845,apache2
12846,portsweep
12847,saint
12848,neptune
12849,satan
12850,back
12851,neptune
12852,apache2
12853,mscan
12854,mscan
12855,normal
12856,snmpguess
12857,smurf
12858,neptune
12859,normal
12860,neptune
12861,neptune
12862,satan
12863,mscan
12864,normal
12865,portsweep
12866,normal
12867,normal
12868,guess_passwd
12869,processtable
12870,neptune
12871,guess_passwd
12872,normal
12873,saint
12874,normal
12875,neptune
12876,warezmaster
12877,normal
12878,apache2
12879,normal
12880,neptune
12881,mscan
12882,warezmaster
12883,apache2
12884,back
12885,ipsweep
12886,neptune
12887,normal
12888,normal
12889,satan
12890,normal
12891,neptune
12892,normal
12893,normal
12894,neptune
12895,apache2
12896,normal
12897,normal
12898,normal
12899,neptune
12900,back
12901,guess_passwd
12902,normal
12903,neptune
12904,normal
12905,normal
12906,normal
12907,normal
12908,normal
12909,neptune
12910,guess_passwd
12911,buffer_overflow
12912,guess_passwd
12913,normal
12914,neptune
12915,neptune
12916,mscan
12917,normal
12918,normal
12919,neptune
12920,mscan
12921,normal
12922,normal
12923,normal
12924,apache2
12925,normal
12926,normal
12927,back
12928,snmpgetattack
12929,normal
12930,portsweep
12931,normal
12932,normal
12933,normal
12934,neptune
12935,neptune
12936,normal
12937,normal
12938,snmpguess
12939,neptune
12940,apache2
12941,normal
12942,neptune
12943,satan
12944,normal
12945,satan
12946,normal
12947,smurf
12948,normal
12949,processtable
12950,neptune
12951,normal
12952,back
12953,processtable
12954,mscan
12955,warezmaster
12956,guess_passwd
12957,ipsweep
12958,normal
12959,neptune
12960,normal
12961,neptune
12962,neptune
12963,guess_passwd
12964,neptune
12965,apache2
12966,apache2
12967,normal
12968,smurf
12969,satan
12970,neptune
12971,normal
12972,neptune
12973,normal
12974,neptune
12975,normal
12976,neptune
12977,normal
12978,neptune
12979,normal
12980,normal
12981,neptune
12982,mscan
12983,normal
12984,normal
12985,warezmaster
12986,smurf
12987,normal
12988,neptune
12989,normal
12990,mscan
12991,neptune
12992,normal
12993,smurf
12994,normal
12995,normal
12996,normal
12997,processtable
12998,neptune
12999,normal
13000,mailbomb
13001,back
13002,guess_passwd
13003,normal
13004,mailbomb
13005,satan
13006,snmpguess
13007,normal
13008,normal
13009,normal
13010,back
13011,neptune
13012,normal
13013,neptune
13014,back
13015,neptune
13016,neptune
13017,smurf
13018,mscan
13019,mscan
13020,neptune
13021,guess_passwd
13022,neptune
13023,mscan
13024,neptune
13025,neptune
13026,neptune
13027,normal
13028,normal
13029,smurf
13030,normal
13031,normal
13032,guess_passwd
13033,warezmaster
13034,normal
13035,mailbomb
13036,normal
13037,mscan
13038,mscan
13039,neptune
13040,normal
13041,httptunnel
13042,neptune
13043,warezmaster
13044,smurf
13045,guess_passwd
13046,neptune
13047,normal
13048,normal
13049,normal
13050,neptune
13051,neptune
13052,httptunnel
13053,processtable
13054,normal
13055,normal
13056,satan
13057,snmpguess
13058,phf
13059,normal
13060,satan
13061,warezmaster
13062,normal
13063,normal
13064,warezmaster
13065,neptune
13066,normal
13067,normal
13068,normal
13069,mailbomb
13070,apache2
13071,neptune
13072,guess_passwd
13073,normal
13074,normal
13075,neptune
13076,normal
13077,guess_passwd
13078,guess_passwd
13079,normal
13080,neptune
13081,neptune
13082,back
13083,apache2
13084,normal
13085,normal
13086,normal
13087,normal
13088,processtable
13089,apache2
13090,normal
13091,neptune
13092,warezmaster
13093,normal
13094,normal
13095,saint
13096,smurf
13097,neptune
13098,normal
13099,neptune
13100,guess_passwd
13101,normal
13102,normal
13103,normal
13104,back
13105,neptune
13106,warezmaster
13107,normal
13108,normal
13109,neptune
13110,mscan
13111,nmap
13112,normal
13113,portsweep
13114,satan
13115,mscan
13116,normal
13117,warezmaster
13118,normal
13119,processtable
13120,normal
13121,normal
13122,normal
13123,normal
13124,normal
13125,warezmaster
13126,neptune
13127,neptune
13128,apache2
13129,normal
13130,httptunnel
13131,apache2
13132,neptune
13133,warezmaster
13134,normal
13135,mscan
13136,neptune
13137,warezmaster
13138,saint
13139,pod
13140,neptune
13141,processtable
13142,normal
13143,normal
13144,neptune
13145,normal
13146,mailbomb
13147,normal
13148,neptune
13149,snmpguess
13150,smurf
13151,normal
13152,normal
13153,neptune
13154,normal
13155,smurf
13156,mscan
13157,apache2
13158,normal
13159,normal
13160,normal
13161,normal
13162,normal
13163,normal
13164,smurf
13165,smurf
13166,mscan
13167,neptune
13168,normal
13169,normal
13170,back
13171,neptune
13172,warezmaster
13173,normal
13174,apache2
13175,normal
13176,normal
13177,neptune
13178,snmpguess
13179,guess_passwd
13180,normal
13181,normal
13182,normal
13183,snmpguess
13184,normal
13185,normal
13186,normal
13187,normal
13188,satan
13189,normal
13190,satan
13191,mscan
13192,normal
13193,satan
13194,httptunnel
13195,normal
13196,normal
13197,normal
13198,normal
13199,neptune
13200,normal
13201,normal
13202,neptune
13203,normal
13204,neptune
13205,apache2
13206,normal
13207,smurf
13208,normal
13209,neptune
13210,httptunnel
13211,saint
13212,normal
13213,neptune
13214,mscan
13215,normal
13216,neptune
13217,apache2
13218,neptune
13219,normal
13220,neptune
13221,normal
13222,normal
13223,mailbomb
13224,normal
13225,neptune
13226,snmpgetattack
13227,normal
13228,warezmaster
13229,normal
13230,normal
13231,neptune
13232,normal
13233,guess_passwd
13234,satan
13235,satan
13236,apache2
13237,normal
13238,normal
13239,normal
13240,normal
13241,normal
13242,processtable
13243,back
13244,normal
13245,neptune
13246,normal
13247,mscan
13248,normal
13249,normal
13250,normal
13251,normal
13252,neptune
13253,mscan
13254,normal
13255,neptune
13256,back
13257,normal
13258,mscan
13259,neptune
13260,normal
13261,neptune
13262,warezmaster
13263,warezmaster
13264,mailbomb
13265,normal
13266,mscan
13267,normal
13268,normal
13269,warezmaster
13270,mscan
13271,normal
13272,normal
13273,normal
13274,normal
13275,neptune
13276,normal
13277,saint
13278,normal
13279,apache2
13280,normal
13281,snmpguess
13282,mscan
13283,normal
13284,normal
13285,normal
13286,apache2
13287,mscan
13288,guess_passwd
13289,snmpgetattack
13290,processtable
13291,normal
13292,normal
13293,normal
13294,normal
13295,warezmaster
13296,back
13297,normal
13298,snmpguess
13299,neptune
13300,normal
13301,multihop
13302,warezmaster
13303,normal
13304,normal
13305,satan
13306,guess_passwd
13307,normal
13308,mscan
13309,snmpguess
13310,apache2
13311,neptune
13312,normal
13313,guess_passwd
13314,neptune
13315,neptune
13316,processtable
13317,neptune
13318,warezmaster
13319,normal
13320,normal
13321,normal
13322,apache2
13323,processtable
13324,normal
13325,processtable
13326,smurf
13327,normal
13328,smurf
13329,neptune
13330,normal
13331,normal
13332,normal
13333,mscan
13334,xlock
13335,satan
13336,warezmaster
13337,processtable
13338,normal
13339,satan
13340,normal
13341,mscan
13342,neptune
13343,smurf
13344,normal
13345,neptune
13346,processtable
13347,normal
13348,normal
13349,normal
13350,neptune
13351,normal
13352,neptune
13353,apache2
13354,normal
13355,neptune
13356,normal
13357,normal
13358,normal
13359,normal
13360,normal
13361,mailbomb
13362,snmpguess
13363,portsweep
13364,normal
13365,normal
13366,warezmaster
13367,normal
13368,neptune
13369,normal
13370,ipsweep
13371,normal
13372,normal
13373,mailbomb
13374,satan
13375,neptune
13376,normal
13377,normal
13378,neptune
13379,normal
13380,satan
13381,smurf
13382,normal
13383,normal
13384,mscan
13385,snmpguess
13386,warezmaster
13387,back
13388,mscan
13389,neptune
13390,guess_passwd
13391,normal
13392,smurf
13393,smurf
13394,normal
13395,normal
13396,normal
13397,neptune
13398,guess_passwd
13399,normal
13400,normal
13401,smurf
13402,satan
13403,mscan
13404,neptune
13405,neptune
13406,normal
13407,normal
13408,normal
13409,neptune
13410,neptune
13411,portsweep
13412,normal
13413,ipsweep
13414,normal
13415,mailbomb
13416,normal
13417,normal
13418,mscan
13419,warezmaster
13420,neptune
13421,guess_passwd
13422,neptune
13423,snmpgetattack
13424,normal
13425,normal
13426,processtable
13427,satan
13428,normal
13429,normal
13430,neptune
13431,neptune
13432,normal
13433,neptune
13434,normal
13435,normal
13436,normal
13437,normal
13438,normal
13439,normal
13440,neptune
13441,normal
13442,normal
13443,apache2
13444,normal
13445,neptune
13446,warezmaster
13447,snmpguess
13448,normal
13449,satan
13450,normal
13451,normal
13452,normal
13453,normal
13454,snmpguess
13455,processtable
13456,snmpgetattack
13457,warezmaster
13458,normal
13459,satan
13460,snmpguess
13461,smurf
13462,processtable
13463,mailbomb
13464,neptune
13465,normal
13466,normal
13467,neptune
13468,normal
13469,normal
13470,normal
13471,normal
13472,warezmaster
13473,normal
13474,mscan
13475,warezmaster
13476,normal
13477,neptune
13478,neptune
13479,warezmaster
13480,normal
13481,neptune
13482,normal
13483,processtable
13484,normal
13485,normal
13486,warezmaster
13487,neptune
13488,processtable
13489,normal
13490,neptune
13491,normal
13492,neptune
13493,normal
13494,normal
13495,guess_passwd
13496,normal
13497,neptune
13498,mscan
13499,normal
13500,mscan
